%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589530282095545796,236,-11,0,78
1589530282102182613,236,-1,0,78
1589530282110443555,236,12,0,78
1589530282110473378,236,25,0,78
1589530282110505156,236,32,0,78
1589530282111498601,236,32,0,78
1589530282111515712,236,24,0,78
1589530282113427311,236,13,0,78
1589530282115741763,236,3,0,78
1589530282117441180,236,-1,0,78
1589530282118877568,236,0,0,78
1589530282120858590,236,5,0,78
1589530282122330668,236,15,0,78
1589530282127667011,236,24,0,78
1589530282128906372,236,30,0,78
1589530282128930328,236,29,0,78
1589530282129805948,236,23,0,78
1589530282132369739,236,14,0,78
1589530282134351250,236,7,0,78
1589530282136070711,236,7,0,78
1589530282139659726,236,12,0,78
1589530282139691504,236,22,0,78
1589530282142764729,236,31,0,78
1589530282144362943,236,39,0,78
1589530282146267697,236,44,0,78
1589530282147867378,236,45,0,78
1589530282149716886,236,42,0,78
1589530282153470171,236,36,0,78
1589530282153518572,236,31,0,78
1589530282155700533,236,30,0,78
1589530282156584953,236,32,0,78
1589530282158428105,236,37,0,78
1589530282160660911,236,43,0,78
1589530282162194102,236,49,0,78
1589530282163858806,236,54,0,78
1589530282166541400,236,56,0,78
1589530282168372330,236,55,0,78
1589530282170772340,236,53,0,78
1589530282172436066,236,50,0,78
1589530282174392644,236,49,0,78
1589530282176027525,236,51,0,78
1589530282179800855,236,56,0,78
1589530282181630807,236,64,0,78
1589530282183469560,236,74,0,78
1589530282185563518,236,79,0,78
1589530282187161732,236,79,0,78
1589530282188845992,236,73,0,78
1589530282190893994,236,66,0,78
1589530282192757192,236,61,0,78
1589530282194463942,236,60,0,78
1589530282196991554,236,63,0,78
1589530282198748172,236,68,0,78
1589530282200472522,236,75,0,78
1589530282202066335,236,80,0,78
1589530282204189139,236,84,0,78
1589530282206657106,236,85,0,78
1589530282209019470,236,83,0,78
1589530282211117829,236,78,0,78
1589530282212591373,236,75,0,78
1589530282214130919,236,74,0,78
1589530282219194456,236,76,0,78
1589530282219234545,236,79,0,78
1589530282219882827,236,82,0,78
1589530282221972874,235,84,0,78
1589530282223835094,235,83,0,78
1589530282227833806,235,80,0,78
1589530282229510733,235,76,0,78
1589530282231123614,235,72,0,78
1589530282233009301,235,68,0,78
1589530282234740007,235,65,0,78
1589530282236043903,235,62,0,78
1589530282238665384,235,61,0,78
1589530282240553516,235,62,0,78
1589530282247138020,235,64,0,78
1589530282249466650,235,66,0,78
1589530282250016174,235,68,0,78
1589530282250044530,235,66,0,78
1589530282252104266,235,63,0,78
1589530282263382698,235,58,0,78
1589530282263427677,235,52,0,78
1589530282264690505,235,48,0,78
1589530282265724040,235,44,0,78
1589530282270032715,235,41,0,78
1589530282270070360,235,39,0,78
1589530282271385501,235,37,0,78
1589530282273326923,235,35,0,78
1589530282276342458,235,33,0,78
1589530282277999828,235,33,0,78
1589530282280567042,235,34,0,78
1589530282282991985,235,35,0,78
1589530282284886962,235,36,0,78
1589530282286446064,235,34,0,78
1589530282288694514,235,32,0,78
1589530282290359707,235,28,0,78
1589530282292027834,235,24,0,78
1589530282295331331,235,19,0,78
1589530282297903922,235,15,0,78
1589530282299876634,235,12,0,78
1589530282301989659,235,11,0,78
1589530282304994927,235,9,0,78
1589530282305714099,235,7,0,78
1589530282307951794,235,6,0,78
1589530282309939172,235,5,0,78
1589530282311017685,235,5,0,78
1589530282315217336,235,3,0,78
1589530282316625856,235,0,0,78
1589530282318604434,235,-1,0,78
1589530282319950376,235,-3,0,78
1589530282321929932,235,-5,0,78
1589530282323908999,235,-6,0,78
1589530282325369832,235,-8,0,78
1589530282327469657,235,-10,0,78
1589530282329008714,235,-12,0,78
1589530282331026404,235,-14,0,78
1589530282333154096,235,-15,0,78
1589530282334870624,235,-14,0,78
1589530282338584308,235,-11,0,78
1589530282339982562,235,-8,0,78
1589530282340998007,235,-5,0,78
1589530282342624088,235,-4,0,78
1589530282344436440,235,-5,0,78
1589530282346177902,235,-8,0,78
1589530282347668557,235,-10,0,78
1589530282349306372,235,-12,0,78
1589530282351513266,235,-12,0,78
1589530282352940854,235,-11,0,78
1589530282355758873,235,-12,0,78
1589530282357664117,235,-14,0,78
1589530282358563692,235,-16,0,78
1589530282360050926,235,-17,0,78
1589530282362269554,235,-15,0,78
1589530282364130796,235,-14,0,78
1589530282365797945,235,-13,0,78
1589530282368610097,235,-14,0,78
1589530282370629254,235,-16,0,78
1589530282373801237,235,-19,0,78
1589530282375293848,235,-21,0,78
1589530282376902329,235,-23,0,78
1589530282381676926,235,-25,0,78
1589530282381729238,235,-27,0,78
1589530282382433743,235,-26,0,78
1589530282383991867,235,-24,0,78
1589530282386183116,235,-22,0,78
1589530282389331143,235,-22,0,78
1589530282390575393,235,-23,0,78
1589530282392155518,235,-25,0,78
1589530282394203031,235,-25,0,78
1589530282395987027,235,-24,0,78
1589530282397538795,235,-23,0,78
1589530282400090364,235,-21,0,78
1589530282401807380,235,-19,0,78
1589530282403520486,235,-19,0,78
1589530282405212568,235,-21,0,78
1589530282407573466,235,-24,0,78
1589530282409273371,235,-27,0,78
1589530282411814673,235,-28,0,78
1589530282412842341,235,-28,0,78
1589530282415171949,235,-26,0,78
1589530282416421577,235,-24,0,78
1589530282418146416,235,-22,0,78
1589530282420555226,235,-23,0,78
1589530282424013704,235,-25,0,78
1589530282424791544,236,-26,0,78
1589530282426797500,236,-27,0,78
1589530282428419181,236,-29,0,78
1589530282430322469,236,-32,0,78
1589530282431875704,236,-34,0,78
1589530282433275913,236,-35,0,78
1589530282435090710,236,-33,0,78
1589530282436698213,236,-30,0,78
1589530282438547232,236,-27,0,78
1589530282440221226,236,-25,0,78
1589530282442083445,236,-25,0,78
1589530282444600791,236,-26,0,78
1589530282445773173,236,-27,0,78
1589530282448381943,236,-28,0,78
1589530282450452923,235,-29,0,78
1589530282454226742,235,-30,0,78
1589530282454259987,235,-31,0,78
1589530282456109985,235,-31,0,78
1589530282458223010,235,-31,0,78
1589530282459642287,235,-31,0,78
1589530282462126387,235,-32,0,78
