%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589530882095832705,255,-30,0,68
1589530882099622142,255,-32,0,68
1589530882106205622,255,-33,0,68
1589530882106343002,255,-33,0,68
1589530882106363536,255,-31,0,68
1589530882106391892,255,-30,0,68
1589530882107776936,255,-29,0,68
1589530882109653810,255,-30,0,68
1589530882112859993,255,-30,0,68
1589530882112887860,255,-31,0,68
1589530882114046545,255,-32,0,68
1589530882116944723,255,-33,0,68
1589530882118774663,255,-35,0,68
1589530882121294435,255,-35,0,68
1589530882124242970,255,-34,0,68
1589530882125177740,255,-32,0,68
1589530882126810166,255,-32,0,68
1589530882129591498,255,-33,0,68
1589530882131305569,255,-33,0,68
1589530882132941906,255,-34,0,68
1589530882134455529,255,-34,0,68
1589530882137589845,255,-33,0,68
1589530882138881021,255,-31,0,68
1589530882142194272,255,-27,0,68
1589530882143681984,255,-24,0,68
1589530882146889145,255,-22,0,68
1589530882147892361,255,-22,0,68
1589530882150186752,255,-23,0,68
1589530882151460328,255,-25,0,68
1589530882154577043,255,-27,0,68
1589530882156384005,255,-28,0,68
1589530882157860961,255,-28,0,68
1589530882159960771,255,-28,0,68
1589530882162401832,255,-27,0,68
1589530882163750208,255,-26,0,68
1589530882166890390,255,-25,0,68
1589530882168137565,255,-24,0,68
1589530882169754835,255,-23,0,68
1589530882171401439,255,-22,0,68
1589530882174272239,255,-22,0,68
1589530882175662172,255,-22,0,68
1589530882178829732,255,-23,0,68
1589530882180219665,255,-24,0,68
1589530882181864313,255,-24,0,68
1589530882183177000,255,-23,0,68
1589530882186025311,255,-22,0,68
1589530882187795116,255,-19,0,68
1589530882190846319,255,-17,0,68
1589530882192326209,255,-16,0,68
1589530882193924901,255,-17,0,68
1589530882195866798,255,-18,0,68
1589530882198165100,255,-19,0,68
1589530882199718813,255,-19,0,68
1589530882202473745,255,-17,0,68
1589530882203761010,255,-16,0,68
1589530882205280011,255,-13,0,68
1589530882208233435,255,-10,0,68
1589530882208817177,255,-7,0,68
1589530882210352312,255,-7,0,68
1589530882212097184,255,-7,0,68
1589530882215837731,255,-9,0,68
1589530882216671789,255,-10,0,68
1589530882223221535,255,-11,0,68
1589530882223272869,255,-12,0,68
1589530882224291730,255,-13,0,68
1589530882236266761,255,-13,0,68
1589530882237281221,255,-12,0,68
1589530882237297843,255,-11,0,68
1589530882237308599,255,-11,0,68
1589530882241542932,255,-12,0,68
1589530882241563954,255,-15,0,68
1589530882241739957,255,-17,0,68
1589530882243477006,255,-18,0,68
1589530882245062498,255,-17,0,68
1589530882246436786,255,-15,0,68
1589530882248336149,255,-13,0,68
1589530882249772038,255,-10,0,68
1589530882252875553,255,-7,0,68
1589530882253487651,255,-5,0,68
1589530882254897140,255,-6,0,68
1589530882256595077,255,-7,0,68
1589530882258341905,255,-9,0,68
1589530882259593969,255,-8,0,68
1589530882261394086,255,-6,0,68
1589530882264221374,255,-3,0,68
1589530882268437129,255,-2,0,68
1589530882269156784,255,-2,0,68
1589530882270349203,255,-1,0,68
1589530882271947894,255,-2,0,68
1589530882273754856,255,-2,0,68
1589530882276438409,255,-3,0,68
1589530882278018034,255,-4,0,68
1589530882281225684,255,-5,0,68
1589530882282768641,255,-6,0,68
1589530882284579025,255,-7,0,68
1589530882286585456,255,-6,0,68
1589530882288286816,255,-5,0,68
1589530882289810217,255,-3,0,68
1589530882292768530,255,-1,0,68
1589530882294370644,255,0,0,68
1589530882296346275,255,0,0,68
1589530882301167283,255,-1,0,68
1589530882301272885,255,-2,0,68
1589530882301736848,255,-3,0,68
1589530882303494919,255,-1,0,68
1589530882305067700,255,1,0,68
1589530882306949462,255,2,0,68
1589530882310109200,255,1,0,68
1589530882311409176,255,-2,0,68
1589530882313076802,255,-5,0,68
1589530882314694561,255,-5,0,68
1589530882317334113,255,-3,0,68
1589530882318941605,255,0,0,68
1589530882321360665,255,4,0,68
1589530882322954467,255,7,0,68
1589530882325883935,255,9,0,68
1589530882329489547,255,10,0,68
1589530882330665343,255,8,0,68
1589530882332256212,255,3,0,68
1589530882333817259,255,-1,0,68
1589530882335350927,255,-4,0,68
1589530882338302884,255,-2,0,68
1589530882339586726,255,0,0,68
1589530882342515705,255,1,0,68
1589530882344480580,255,2,0,68
1589530882347504894,255,2,0,68
1589530882349030251,255,2,0,68
1589530882350801035,255,4,0,68
1589530882352470127,255,7,0,68
1589530882353809215,255,7,0,68
1589530882355471952,255,6,0,68
1589530882358449820,255,2,0,68
1589530882359858820,255,1,0,68
1589530882362560462,255,2,0,68
1589530882364061863,255,5,0,68
1589530882367714409,255,9,0,68
1589530882368573889,255,12,0,68
1589530882370219515,255,13,0,68
1589530882371815762,255,13,0,68
1589530882375330928,255,11,0,68
1589530882377278692,255,7,0,68
1589530882380079580,255,3,0,68
1589530882381536491,255,-1,0,68
1589530882383328297,255,-3,0,68
1589530882384766631,255,-2,0,68
1589530882386711461,255,0,0,68
1589530882388221173,255,2,0,68
1589530882391117396,255,6,0,68
1589530882392679909,255,8,0,68
1589530882394501049,255,10,0,68
1589530882396278188,255,10,0,68
1589530882397985903,255,10,0,68
1589530882399462371,255,9,0,68
1589530882401027817,255,9,0,68
1589530882404340091,255,8,0,68
1589530882406025806,255,7,0,68
1589530882407538452,255,6,0,68
1589530882409580084,255,7,0,68
1589530882412301282,255,9,0,68
1589530882413680948,255,9,0,68
1589530882415409197,255,7,0,68
1589530882417517319,255,2,0,68
1589530882419862555,255,-2,0,68
1589530882421400135,255,-7,0,68
1589530882423996664,255,-11,0,68
1589530882425346507,255,-16,0,68
1589530882428702782,255,-25,0,68
1589530882430209072,255,-39,0,68
1589530882431705095,255,-56,0,68
1589530882433317965,255,-75,0,68
1589530882436483081,255,-90,0,68
1589530882438421067,255,-102,0,68
1589530882440935462,255,-109,0,68
1589530882442429040,255,-108,0,68
1589530882444161690,255,-101,0,68
1589530882447416763,255,-88,0,68
1589530882450096893,255,-68,0,68
1589530882451322557,255,-40,0,68
1589530882452997027,255,3,0,68
1589530882455930895,255,66,0,68
1589530882456313701,255,152,0,68
1589530882457714390,255,253,0,68
1589530882461160132,255,348,0,68
1589530882462526109,255,407,0,68
1589530882465774338,255,415,0,68
1589530882467193115,255,393,0,68
1589530882468865630,255,372,0,68
1589530882470456988,255,363,0,68
1589530882473736995,255,358,0,68
1589530882475100527,255,344,0,68
1589530882476882066,255,322,0,68
1589530882478873342,255,296,0,68
1589530882481079732,255,272,0,68
1589530882482422730,255,244,0,68
1589530882485762382,255,191,0,68
1589530882486075276,255,95,0,68
1589530882488795985,255,-36,0,68
1589530882490312053,255,-165,0,68
1589530882491524028,255,-259,0,68
1589530882494869547,255,-306,0,68
1589530882495523201,255,-319,0,70
1589530882498354401,255,-313,0,70
1589530882499779045,255,-294,0,70
1589530882501457916,255,-267,0,70
1589530882503148031,255,-232,0,70
1589530882505796384,255,-193,0,70
1589530882507467432,255,-156,0,70
1589530882510291298,255,-126,0,70
1589530882511519895,255,-107,0,70
1589530882514283138,255,-101,0,70
1589530882515784539,255,-108,0,70
1589530882518622095,255,-122,0,70
1589530882520331766,255,-133,0,70
1589530882521828767,255,-136,0,70
1589530882523875776,255,-127,0,70
1589530882526600397,255,-109,0,70
1589530882529660889,255,-86,0,70
1589530882530695883,255,-67,0,70
1589530882532320486,255,-54,0,70
1589530882535586314,255,-51,0,70
1589530882537332653,255,-58,0,70
1589530882538831121,255,-71,0,70
1589530882540024517,255,-85,0,70
1589530882543429681,255,-91,0,70
1589530882544995128,255,-87,0,70
1589530882546592353,255,-72,0,70
1589530882547934862,255,-52,0,70
1589530882550965532,255,-33,0,70
1589530882552208796,255,-19,0,70
1589530882555063462,255,-15,0,70
1589530882556950114,255,-20,0,70
1589530882559779847,255,-31,0,70
1589530882561214758,255,-42,0,70
1589530882563449993,255,-49,0,70
1589530882564510899,255,-49,0,70
1589530882567445255,255,-40,0,70
1589530882569246350,255,-27,0,70
1589530882572101506,255,-13,0,70
1589530882573513439,255,-3,0,70
1589530882575113108,255,0,0,70
1589530882576982649,255,-4,0,70
1589530882578906945,255,-15,0,70
1589530882580456747,255,-26,0,70
1589530882583310925,255,-33,0,70
1589530882584967306,255,-30,0,70
1589530882586657910,255,-18,0,70
1589530882588193534,255,-2,0,70
1589530882589572711,255,13,0,70
1589530882592883519,255,23,0,70
1589530882594297896,255,24,0,70
1589530882595801742,255,17,0,70
1589530882597832618,255,5,0,70
1589530882600506882,255,-5,0,70
1589530882602279132,255,-11,0,70
1589530882603629953,255,-10,0,70
1589530882606342839,255,-2,0,70
1589530882607936153,255,9,0,70
1589530882609532400,255,21,0,70
1589530882612955654,255,28,0,70
1589530882614293763,255,28,0,70
1589530882616154015,255,21,0,70
1589530882618527118,255,11,0,70
1589530882621561210,255,3,0,70
1589530882622867053,255,-1,0,70
1589530882624564501,255,-1,0,70
1589530882626084480,255,3,0,70
1589530882629367421,255,12,0,70
1589530882630707486,255,21,0,70
1589530882633717622,255,29,0,70
1589530882635061109,255,33,0,70
1589530882637192209,255,32,0,70
1589530882638342094,255,26,0,70
1589530882641019780,255,20,0,70
1589530882643473063,255,14,0,70
1589530882646795603,255,14,0,70
1589530882647469792,255,19,0,70
1589530882649240575,255,28,0,70
1589530882650504372,255,37,0,70
1589530882653357572,255,43,0,70
1589530882654723060,255,45,0,70
1589530882657464792,255,42,0,70
1589530882658971082,255,35,0,70
1589530882661722591,255,27,0,70
1589530882663043101,255,20,0,70
1589530882666371997,255,18,0,70
1589530882667577127,255,20,0,70
1589530882669413422,255,27,0,70
1589530882671290785,255,36,0,70
1589530882673302594,255,43,0,70
1589530882674863641,255,45,0,70
1589530882678021912,255,43,0,70
1589530882679002639,255,37,0,70
1589530882681435388,255,32,0,70
1589530882683061946,255,29,0,70
1589530882685210157,255,28,0,70
1589530882687681040,255,31,0,70
1589530882688362562,255,38,0,70
1589530882689611693,255,46,0,70
1589530882691122872,255,52,0,70
1589530882694666883,256,56,0,70
1589530882697117721,256,57,0,70
1589530882698475386,256,56,0,70
1589530882700204125,256,54,0,70
1589530882703056836,256,51,0,70
1589530882704942021,256,51,0,70
1589530882706409199,256,53,0,70
1589530882707812332,256,56,0,70
1589530882710675310,256,59,0,70
1589530882712844544,256,60,0,70
1589530882714603593,256,60,0,70
1589530882716181262,256,57,0,70
1589530882718860904,256,54,0,70
1589530882720805246,256,52,0,70
1589530882723715158,256,50,0,70
1589530882725081623,256,51,0,70
1589530882726677382,256,55,0,70
1589530882729804853,256,61,0,70
1589530882731203585,256,65,0,70
1589530882732650230,256,64,0,70
1589530882735366050,256,60,0,70
1589530882736598069,256,54,0,70
1589530882739629228,256,49,0,70
1589530882740983960,256,45,0,70
1589530882744389124,256,42,0,70
1589530882745679322,256,40,0,70
1589530882747293170,256,40,0,70
1589530882749164176,256,40,0,70
1589530882751789062,256,41,0,70
1589530882753517311,256,43,0,70
1589530882756009216,256,45,0,70
1589530882757572219,256,45,0,70
1589530882760497286,256,44,0,70
1589530882761957131,256,40,0,70
1589530882763685869,256,36,0,70
1589530882765166248,256,33,0,70
1589530882768477544,256,33,0,70
1589530882769312579,256,34,0,70
1589530882771598171,256,34,0,70
1589530882773293664,256,32,0,70
1589530882775964016,256,27,0,70
1589530882777455640,256,22,0,70
1589530882779087576,256,17,0,70
