%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589537800485761365,178,-19,0,68
1589537800486536249,178,-20,0,68
1589537800489163031,178,-20,0,68
1589537800490172580,178,-19,0,68
1589537800492848740,178,-17,0,68
1589537800494452774,178,-15,0,68
1589537800497334266,178,-14,0,68
1589537800499104032,178,-13,0,68
1589537800500567756,178,-14,0,68
1589537800502052991,178,-15,0,68
1589537800505165237,178,-17,0,68
1589537800506672471,178,-20,0,68
1589537800509954361,178,-22,0,68
1589537800511654705,178,-23,0,68
1589537800513288072,178,-21,0,68
1589537800514981083,178,-18,0,68
1589537800517888975,178,-15,0,68
1589537800519462209,178,-12,0,68
1589537800522581299,178,-11,0,68
1589537800523616759,178,-10,0,68
1589537800525444703,178,-10,0,68
1589537800526992026,178,-11,0,68
1589537800530936844,178,-13,0,68
1589537800531689728,178,-14,0,68
1589537800533152474,178,-15,0,68
1589537800534848418,178,-17,0,68
1589537800537811065,178,-19,0,68
1589537800539453721,178,-23,0,68
1589537800542386546,178,-26,0,68
1589537800543668893,178,-27,0,68
1589537800546440386,178,-25,0,68
1589537800548112375,178,-22,0,68
1589537800550911734,178,-20,0,68
1589537800552855055,178,-19,0,68
1589537800555178240,178,-20,0,68
1589537800556345698,178,-20,0,68
1589537800557965866,178,-19,0,68
1589537800559515633,178,-15,0,68
1589537800561930728,178,-11,0,68
1589537800563694628,178,-7,0,68
1589537800565919057,178,-6,0,68
1589537800567665846,178,-7,0,68
1589537800570008097,177,-12,0,68
1589537800571491376,177,-17,0,68
1589537800573016699,177,-21,0,68
1589537800574643222,177,-22,0,68
1589537800576109390,177,-20,0,68
1589537800578652573,177,-15,0,68
1589537800580170074,177,-9,0,68
1589537800583616718,177,-4,0,68
1589537800585177730,177,-1,0,68
1589537800586620921,177,0,0,68
1589537800588342287,177,0,0,68
1589537800591491199,177,-2,0,68
1589537800593068345,177,-4,0,68
1589537800596114591,177,-6,0,68
1589537800597473204,177,-7,0,68
1589537800599203371,177,-7,0,68
1589537800601570555,177,-7,0,68
1589537800603626319,177,-7,0,68
1589537800605247464,177,-9,0,68
1589537800610217965,177,-12,0,68
1589537800610276631,177,-16,0,68
1589537800611867465,177,-19,0,68
1589537800613669497,177,-22,0,68
1589537800615333664,177,-23,0,68
1589537800616902009,177,-22,0,68
1589537800619935056,177,-19,0,68
1589537800621444246,177,-14,0,68
1589537800624048051,177,-9,0,68
1589537800625672129,177,-6,0,68
1589537800628536021,177,-5,0,68
1589537800630878761,177,-6,0,68
1589537800632019820,177,-8,0,68
1589537800633742165,177,-9,0,68
1589537800636515613,177,-9,0,68
1589537800637848804,177,-9,0,68
1589537800640351410,177,-8,0,68
1589537800642188153,177,-8,0,68
1589537800644146140,177,-7,0,68
1589537800645810796,177,-6,0,68
1589537800649374772,177,-5,0,68
1589537800650923073,177,-6,0,68
1589537800652816039,177,-7,0,68
1589537800654205940,177,-7,0,68
1589537800656054417,177,-8,0,68
1589537800657510319,177,-9,0,68
1589537800660548254,177,-11,0,68
1589537800662042289,177,-12,0,68
1589537800663894676,177,-11,0,68
1589537800665813553,177,-10,0,68
1589537800667321276,177,-9,0,68
1589537800668874466,177,-8,0,68
1589537800670848097,177,-9,0,68
1589537800673218704,177,-11,0,68
1589537800675378112,177,-13,0,68
1589537800676677081,177,-14,0,68
1589537800678187249,177,-14,0,68
1589537800682180956,177,-12,0,68
1589537800682782774,177,-8,0,68
1589537800685459423,177,-5,0,68
1589537800686960302,177,-2,0,68
1589537800690013882,177,0,0,68
1589537800691466361,177,0,0,68
1589537800692997551,177,0,0,68
1589537800694509674,177,0,0,68
1589537800697396055,177,0,0,68
1589537800698943867,176,0,0,68
1589537800702103535,176,0,0,68
1589537800703653302,176,-1,0,68
1589537800705277381,176,-2,0,68
1589537800707615232,176,-2,0,68
1589537800710424369,176,-2,0,68
1589537800712026936,176,0,0,68
1589537800714395098,176,1,0,68
1589537800715656423,176,3,0,68
1589537800718629337,176,3,0,68
1589537800721616917,176,3,0,68
1589537800722303313,176,4,0,68
1589537800723889258,176,7,0,68
1589537800726871949,176,12,0,68
1589537800728998602,176,16,0,68
1589537800730181216,176,20,0,68
1589537800731985204,176,22,0,68
1589537800734702431,176,22,0,68
1589537800736052244,176,19,0,68
1589537800739479332,176,14,0,68
1589537800741344431,176,10,0,68
1589537800742671756,176,7,0,68
1589537800744066058,176,5,0,68
1589537800746793062,176,5,0,68
1589537800748509050,176,4,0,68
1589537800750802413,176,4,0,68
1589537800752387869,176,4,0,68
1589537800754301368,176,4,0,68
1589537800756139089,176,6,0,68
1589537800758342008,176,9,0,68
1589537800759820887,176,13,0,68
1589537800762290248,176,16,0,68
1589537800764068814,176,18,0,68
1589537800765434272,176,18,0,68
1589537800767165905,176,16,0,68
1589537800768704917,176,13,0,68
1589537800771641653,176,9,0,68
1589537800773078977,176,6,0,68
1589537800776323222,176,5,0,68
1589537800777809923,176,7,0,68
1589537800779437913,176,8,0,68
1589537800780958347,176,9,0,68
1589537800784063260,176,8,0,68
1589537800785661916,176,7,0,68
1589537800787194572,176,5,0,68
1589537800789683978,176,4,0,68
1589537800791511433,176,2,0,68
1589537800793011823,176,2,0,68
1589537800796186157,176,2,0,68
1589537800797796058,175,3,0,68
1589537800801399634,175,4,0,68
1589537800801424078,175,5,0,68
1589537800804180905,175,7,0,68
1589537800805793249,175,8,0,68
1589537800808303188,175,9,0,68
1589537800810111577,175,8,0,68
1589537800811620767,175,7,0,68
1589537800813424266,175,6,0,68
1589537800816284736,175,5,0,68
1589537800817802237,175,4,0,68
1589537800821085104,175,5,0,68
1589537800822648071,175,5,0,68
1589537800824079040,175,5,0,68
1589537800825717784,175,5,0,68
1589537800828904341,175,4,0,68
1589537800831139037,175,2,0,68
1589537800832397429,175,-1,0,68
1589537800833960397,175,-6,0,68
1589537800837196331,175,-11,0,68
1589537800839751247,175,-14,0,68
1589537800841818256,175,-17,0,68
1589537800842737850,175,-23,0,68
1589537800845514720,175,-35,0,68
1589537800846795112,175,-51,0,68
1589537800848580522,175,-69,0,68
1589537800850315577,175,-85,0,68
1589537800852785428,175,-97,0,68
1589537800855312478,175,-102,0,68
1589537800856676469,175,-102,0,68
1589537800858305925,175,-98,0,68
1589537800859747159,175,-90,0,68
1589537800861437726,175,-78,0,68
1589537800862811495,175,-57,0,68
1589537800866026896,175,-24,0,68
1589537800867780529,175,24,0,68
1589537800869119586,175,92,0,68
1589537800871010596,175,181,0,68
1589537800873710223,174,285,0,68
1589537800875244835,174,388,0,68
1589537800878412814,174,458,0,68
1589537800880010003,174,475,0,68
1589537800881704481,174,453,0,68
1589537800883140338,174,426,0,68
1589537800886175340,174,413,0,68
1589537800887646397,174,405,0,68
1589537800890986953,174,390,0,68
1589537800891972546,174,364,0,68
1589537800894919549,174,333,0,68
1589537800896250296,174,297,0,68
1589537800897808863,174,237,0,68
1589537800899710629,174,129,0,68
1589537800902478210,174,-21,0,68
1589537800903844157,174,-174,0,68
1589537800906724671,174,-285,0,68
1589537800908223106,174,-338,0,68
1589537800911896104,174,-351,0,73
1589537800913324139,174,-345,0,73
1589537800915120793,174,-333,0,73
1589537800916541006,174,-315,0,73
1589537800919400498,174,-286,0,73
1589537800921421552,174,-246,0,73
1589537800923201584,174,-203,0,73
1589537800924766996,174,-163,0,73
1589537800928078708,174,-132,0,73
1589537800929478387,174,-115,0,73
1589537800931254020,174,-114,0,73
1589537800932932853,174,-125,0,73
1589537800934720219,174,-143,0,73
1589537800936419097,174,-156,0,73
1589537800939445299,174,-158,0,73
1589537800940916845,174,-147,0,73
1589537800943059631,174,-124,0,73
1589537800944916419,174,-97,0,73
1589537800946647074,174,-74,0,73
1589537800948431018,174,-63,0,73
1589537800951177088,174,-65,0,73
1589537800952833922,174,-78,0,73
1589537800954106980,174,-95,0,73
1589537800956428209,174,-108,0,73
1589537800958118776,174,-111,0,73
1589537800959324857,174,-99,0,73
1589537800960924980,174,-78,0,73
1589537800964089536,174,-54,0,73
1589537800965590415,174,-36,0,73
1589537800968686528,173,-29,0,73
1589537800970357539,173,-33,0,73
1589537800973536763,173,-46,0,73
1589537800974121959,173,-62,0,73
1589537800977018118,173,-73,0,73
1589537800978371842,173,-76,0,73
1589537800979984187,173,-67,0,73
1589537800982344038,173,-49,0,73
1589537800984642778,173,-28,0,73
1589537800986300101,173,-11,0,73
1589537800988008756,173,-2,0,73
1589537800989597146,173,-4,0,73
1589537800993451031,173,-13,0,73
1589537800994236670,173,-24,0,73
1589537800997429094,173,-34,0,73
1589537800998905528,173,-37,0,73
1589537801000794094,173,-32,0,73
1589537801002654793,173,-19,0,73
1589537801005520640,173,-3,0,73
1589537801007193118,173,10,0,73
1589537801008640709,173,18,0,73
1589537801010195365,173,17,0,73
1589537801013526632,173,8,0,73
1589537801014863734,172,-5,0,73
1589537801016445280,172,-16,0,73
1589537801018181313,172,-20,0,73
1589537801021422625,172,-13,0,73
1589537801022970437,172,0,0,73
1589537801026335437,172,16,0,73
1589537801027650050,172,28,0,73
1589537801029226707,172,32,0,73
1589537801030711452,172,29,0,73
1589537801034095030,172,19,0,73
1589537801035740130,172,5,0,73
1589537801037477141,172,-6,0,73
1589537801039149619,172,-10,0,73
1589537801041132050,172,-5,0,73
1589537801043380924,172,4,0,73
1589537801045005492,172,16,0,73
1589537801046668681,172,25,0,73
1589537801048071782,172,29,0,73
1589537801050163235,172,26,0,73
1589537801051758958,172,18,0,73
1589537801054021032,172,8,0,73
1589537801055642666,172,1,0,73
1589537801058433225,172,0,0,73
1589537801060041659,172,1,0,73
1589537801061654493,172,9,0,73
1589537801063184216,172,19,0,73
1589537801065895576,172,28,0,73
1589537801067428722,172,34,0,73
1589537801070578612,172,32,0,73
1589537801072395800,172,24,0,73
1589537801075137960,172,15,0,73
1589537801077049503,172,9,0,73
1589537801078683848,171,7,0,73
1589537801080187660,171,12,0,73
1589537801083403550,171,21,0,73
1589537801084813496,171,31,0,73
1589537801086170643,171,39,0,73
1589537801087887609,171,43,0,73
1589537801090536392,171,42,0,73
1589537801092178070,171,37,0,73
1589537801095841779,171,30,0,73
1589537801096595152,171,25,0,73
1589537801099649221,171,24,0,73
