%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589537820303834434,176,56,0,71
1589537820309239068,176,51,0,71
1589537820326995893,176,47,0,71
1589537820327013004,176,46,0,71
1589537820327039404,176,47,0,71
1589537820327056026,176,49,0,71
1589537820327115670,176,51,0,71
1589537820327134248,176,51,0,71
1589537820327413890,176,49,0,71
1589537820327812332,176,46,0,71
1589537820329103480,176,44,0,71
1589537820333731763,176,43,0,71
1589537820333763052,176,41,0,71
1589537820334598069,176,39,0,71
1589537820336505702,176,38,0,71
1589537820339503061,176,38,0,71
1589537820340774165,176,39,0,71
1589537820342514110,176,38,0,71
1589537820343995434,176,37,0,71
1589537820347106215,176,35,0,71
1589537820349175669,176,33,0,71
1589537820351030502,176,32,0,71
1589537820352457071,176,30,0,71
1589537820354016617,176,28,0,71
1589537820356116871,176,26,0,71
1589537820357711128,176,24,0,71
1589537820358946543,176,23,0,71
1589537820360570133,176,23,0,71
1589537820362401011,176,23,0,71
1589537820363983046,176,23,0,71
1589537820365741079,176,24,0,71
1589537820367424802,176,24,0,71
1589537820368681728,176,25,0,71
1589537820370512606,176,25,0,71
1589537820371962641,176,25,0,71
1589537820373668364,176,23,0,71
1589537820375197600,176,20,0,71
1589537820376957589,176,18,0,71
1589537820378479491,176,16,0,71
1589537820381921248,176,14,0,71
1589537820383181107,176,11,0,71
1589537820386306554,176,7,0,71
1589537820387963389,176,5,0,71
1589537820389699911,176,2,0,71
1589537820392003542,176,0,0,71
1589537820394882102,176,-4,0,71
1589537820396331160,176,-8,0,71
1589537820397726929,176,-11,0,71
1589537820399317764,176,-12,0,71
1589537820402891520,176,-10,0,71
1589537820403964136,176,-8,0,71
1589537820405487504,176,-6,0,71
1589537820407132116,176,-4,0,71
1589537820410082543,176,-2,0,71
1589537820413367856,176,0,0,71
1589537820414534827,176,0,0,71
1589537820416184817,176,-2,0,71
1589537820417823074,176,-4,0,71
1589537820419140132,176,-5,0,71
1589537820422081270,176,-5,0,71
1589537820423446728,176,-5,0,71
1589537820426608842,176,-5,0,71
1589537820428307232,176,-5,0,71
1589537820430165976,176,-6,0,71
1589537820431997832,176,-8,0,71
1589537820434231551,176,-8,0,71
1589537820436383627,176,-8,0,71
1589537820438236994,176,-7,0,71
1589537820439770629,176,-6,0,71
1589537820441253420,176,-4,0,71
1589537820442855988,176,-3,0,71
1589537820444437045,176,-4,0,71
1589537820448032801,176,-7,0,71
1589537820449173861,176,-11,0,71
1589537820450581363,176,-14,0,71
1589537820452277308,176,-15,0,71
1589537820455029247,176,-16,0,71
1589537820456844481,176,-17,0,71
