%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589538249328682065,106,-3,0,84
1589538249330420556,106,-3,0,84
1589538249337853634,106,-2,0,84
1589538249340489237,106,-1,0,84
1589538249340831949,106,0,0,84
1589538249340846616,106,-1,0,84
1589538249341165372,106,-3,0,84
1589538249343400575,106,-5,0,84
1589538249346401379,106,-6,0,84
1589538249346488401,106,-5,0,84
1589538249349394361,106,-4,0,84
1589538249350656674,106,-3,0,84
1589538249352561876,106,-3,0,84
1589538249354153701,106,-3,0,84
1589538249357125172,106,-3,0,84
1589538249358332729,106,-3,0,84
1589538249361803845,106,-3,0,84
1589538249363052958,106,-2,0,84
1589538249364600782,106,-1,0,84
1589538249365869451,106,0,0,84
1589538249369250611,106,4,0,84
1589538249370856124,106,6,0,84
1589538249373898973,106,6,0,84
1589538249375267864,106,4,0,84
1589538249376946711,106,0,0,84
1589538249378438313,106,-3,0,84
1589538249381773517,106,-5,0,84
1589538249383194719,106,-5,0,84
1589538249386348057,106,-4,0,84
1589538249387659748,106,-2,0,84
1589538249389992240,106,-1,0,84
1589538249391606554,106,0,0,84
1589538249394333580,106,1,0,84
1589538249395774337,106,2,0,84
1589538249397582740,106,1,0,84
1589538249400806478,106,1,0,84
1589538249401970524,106,1,0,84
1589538249403268525,106,3,0,84
1589538249405721773,106,4,0,84
1589538249407187464,106,5,0,84
1589538249410062624,106,5,0,84
1589538249411537115,106,5,0,84
1589538249413794318,106,5,0,84
1589538249415348009,106,5,0,84
1589538249417769479,106,4,0,84
1589538249419868282,106,3,0,84
1589538249421382862,106,2,0,84
1589538249423222065,106,1,0,84
1589538249424640822,106,1,0,84
1589538249426139758,106,3,0,84
1589538249427769227,106,5,0,84
1589538249430861453,106,8,0,84
1589538249432475766,107,9,0,84
1589538249435381237,107,10,0,84
1589538249436520350,107,10,0,84
1589538249438268619,107,10,0,84
1589538249441955824,107,9,0,84
1589538249449840635,107,8,0,84
1589538249449939391,107,7,0,84
1589538249450082147,107,5,0,84
1589538249452968062,107,2,0,84
1589538249453485307,107,0,0,84
1589538249455342110,107,-2,0,84
1589538249458910026,107,-3,0,84
1589538249460430472,107,-4,0,84
1589538249461994919,107,-2,0,84
1589538249464460389,107,0,0,84
1589538249465565768,107,3,0,84
1589538249466803637,107,6,0,84
1589538249468258572,107,7,0,84
1589538249473283379,107,6,0,84
1589538249474961737,107,2,0,84
1589538249476810229,107,-2,0,84
1589538249478279342,107,-8,0,84
1589538249479661433,107,-16,0,84
1589538249481301168,107,-29,0,84
1589538249482898859,107,-46,0,84
1589538249484933618,107,-66,0,84
1589538249486314242,107,-86,0,84
1589538249487696333,107,-102,0,84
1589538249489079402,107,-113,0,84
1589538249492189228,107,-116,0,84
1589538249493611897,107,-113,0,84
1589538249496567234,107,-106,0,84
1589538249498215281,107,-95,0,84
1589538249501445374,107,-76,0,84
1589538249502894443,107,-46,0,84
1589538249504981024,107,2,0,84
1589538249506428137,107,72,0,84
1589538249508031695,107,164,0,84
1589538249509666542,107,272,0,84
1589538249512149123,107,378,0,84
1589538249513758547,107,449,0,84
1589538249515198327,107,463,0,84
1589538249516897218,107,438,0,84
1589538249518701710,107,412,0,84
1589538249521704470,107,403,0,84
1589538249522960916,107,400,0,84
1589538249524828963,107,388,0,84
1589538249526056076,107,363,0,84
1589538249529535992,107,332,0,84
1589538249530895105,107,296,0,84
1589538249534203420,107,241,0,84
1589538249535638800,107,143,0,84
1589538249537284891,107,0,0,84
1589538249538925605,107,-151,0,84
1589538249541653120,107,-268,0,84
1589538249543195566,107,-332,0,84
1589538249544628013,107,-354,0,84
1589538249546254548,107,-353,0,69
1589538249550347043,107,-341,0,69
1589538249551126822,107,-318,0,69
1589538249554364249,107,-284,0,69
1589538249555531717,107,-241,0,69
1589538249558371188,107,-197,0,69
1589538249560450435,107,-158,0,69
1589538249561840837,107,-130,0,69
1589538249563299684,107,-115,0,69
1589538249566586488,107,-114,0,69
1589538249568470180,107,-123,0,69
1589538249569930982,107,-135,0,69
1589538249571240228,107,-145,0,69
1589538249574353966,107,-146,0,69
1589538249575753657,107,-136,0,69
1589538249578458194,107,-117,0,69
1589538249579945396,107,-93,0,69
1589538249581625709,107,-73,0,69
1589538249583091400,107,-63,0,69
1589538249586104916,107,-65,0,69
1589538249587600429,107,-77,0,69
1589538249590568477,107,-93,0,69
1589538249592076213,107,-104,0,69
1589538249594750928,107,-106,0,69
1589538249596216130,107,-96,0,69
1589538249599643246,107,-77,0,69
1589538249600288091,107,-53,0,69
1589538249601949338,107,-32,0,69
1589538249603903429,107,-20,0,69
1589538249606206099,107,-21,0,69
1589538249607710901,107,-32,0,69
1589538249609591171,107,-49,0,69
1589538249610962017,107,-63,0,69
1589538249612438464,107,-69,0,69
1589538249615356157,107,-64,0,69
1589538249616654647,107,-49,0,69
1589538249619995230,107,-28,0,69
1589538249621721988,107,-8,0,69
1589538249623331901,107,2,0,69
1589538249624869459,107,2,0,69
1589538249628925287,108,-8,0,69
1589538249630185155,108,-21,0,69
1589538249631476802,108,-31,0,69
1589538249633014359,108,-34,0,69
1589538249635639696,108,-28,0,69
1589538249637070187,108,-14,0,69
1589538249639895969,108,0,0,69
1589538249641407127,108,11,0,69
1589538249644552642,108,14,0,69
1589538249645961622,108,7,0,69
1589538249649300249,108,-3,0,69
1589538249649337893,108,-14,0,69
1589538249652103542,108,-21,0,69
1589538249653520344,108,-22,0,69
1589538249656679548,108,-17,0,69
1589538249658603328,108,-8,0,69
1589538249660085642,108,4,0,69
1589538249661802622,108,16,0,69
1589538249664536003,108,23,0,69
1589538249666123917,108,20,0,69
1589538249667616986,108,11,0,69
1589538249669465966,108,0,0,69
1589538249672013570,108,-9,0,69
1589538249674002372,108,-11,0,69
1589538249676093353,108,-4,0,69
1589538249677912511,108,9,0,69
1589538249680571582,108,26,0,69
1589538249681980072,108,40,0,69
1589538249685559722,108,46,0,69
1589538249687197502,108,44,0,69
1589538249688556615,108,35,0,69
1589538249690263329,108,23,0,69
1589538249692220842,108,14,0,69
1589538249693769156,108,9,0,69
1589538249696515248,108,11,0,69
1589538249698110006,108,19,0,69
1589538249700508987,108,32,0,69
1589538249701777656,108,43,0,69
1589538249704652326,108,49,0,69
1589538249706139529,108,49,0,69
1589538249708253487,108,43,0,69
1589538249710006156,108,34,0,69
1589538249711063624,108,27,0,69
1589538249713084694,108,24,0,69
1589538249714589007,108,26,0,69
1589538249718023945,108,32,0,69
1589538249719202658,108,41,0,69
1589538249722497774,108,49,0,69
1589538249723958576,108,53,0,69
1589538249725599778,108,53,0,69
1589538249727144180,108,49,0,69
1589538249729902495,108,43,0,69
1589538249731487964,108,37,0,69
1589538249734562102,108,35,0,69
1589538249735920237,108,36,0,69
1589538249737498862,108,41,0,69
1589538249739336597,108,48,0,69
1589538249742534913,108,54,0,69
1589538249743750293,108,59,0,69
1589538249746423052,108,59,0,69
1589538249748006565,108,57,0,69
1589538249750010524,108,53,0,69
1589538249751662481,108,50,0,69
1589538249754532752,108,50,0,69
1589538249756043910,108,53,0,69
1589538249757739868,108,58,0,69
1589538249760968006,108,64,0,69
1589538249762650275,108,69,0,69
1589538249764103743,108,72,0,69
1589538249767131925,108,74,0,69
1589538249768498372,108,75,0,69
1589538249770468108,108,73,0,69
1589538249771888821,108,70,0,69
1589538249775054870,108,66,0,69
1589538249776432561,108,64,0,69
1589538249779876788,108,65,0,69
1589538249781345901,108,68,0,69
1589538249782812570,108,72,0,69
1589538249784481639,108,74,0,69
1589538249787339687,108,74,0,69
1589538249789003867,108,71,0,69
1589538249790592269,108,67,0,69
1589538249792812806,108,64,0,69
1589538249794315164,108,62,0,69
1589538249796606589,108,60,0,69
1589538249799829349,108,61,0,69
1589538249800621839,108,63,0,69
1589538249801946730,108,64,0,69
1589538249803686688,108,63,0,69
1589538249804942645,108,59,0,69
1589538249808039761,108,54,0,69
1589538249809645274,108,48,0,69
1589538249812641678,108,45,0,69
1589538249814161636,108,44,0,69
1589538249815639549,108,45,0,69
1589538249817255329,108,46,0,69
1589538249820450222,108,46,0,69
1589538249821645069,108,45,0,69
1589538249824662006,108,44,0,69
1589538249826546187,108,44,0,69
1589538249828238722,108,43,0,69
1589538249829935658,109,42,0,69
1589538249832242728,109,41,0,69
1589538249834129842,109,39,0,69
1589538249836843668,109,37,0,69
1589538249838417892,109,35,0,69
1589538249840319184,109,32,0,69
1589538249841926653,109,29,0,69
1589538249845336657,109,26,0,69
1589538249846818482,109,23,0,69
1589538249848485106,109,23,0,69
1589538249850175686,109,24,0,69
1589538249853303113,109,26,0,69
1589538249854767826,109,27,0,69
1589538249856572318,109,26,0,69
1589538249858148987,109,23,0,69
1589538249861405480,109,19,0,69
1589538249862674148,109,16,0,69
1589538249865920375,109,13,0,69
1589538249867499977,109,10,0,69
1589538249868776468,109,6,0,69
1589538249870590737,109,1,0,69
1589538249873878520,109,-2,0,69
1589538249875287988,109,-7,0,69
1589538249876882746,109,-10,0,69
1589538249878376304,109,-12,0,69
1589538249881878709,109,-11,0,69
1589538249883033955,109,-10,0,69
1589538249884841868,109,-9,0,69
1589538249886371115,109,-10,0,69
1589538249889042408,109,-10,0,69
1589538249891010188,109,-11,0,69
1589538249893627214,109,-11,0,69
1589538249894940860,109,-11,0,69
1589538249896565440,109,-12,0,69
1589538249898060954,109,-15,0,69
1589538249900017490,109,-19,0,69
1589538249901709537,109,-22,0,69
1589538249902925405,109,-24,0,69
1589538249905767809,109,-24,0,69
1589538249907252078,109,-25,0,69
1589538249910202037,109,-26,0,69
1589538249911965462,109,-27,0,69
1589538249915506978,109,-27,0,69
1589538249917156981,109,-26,0,69
1589538249918703338,109,-25,0,69
1589538249920698985,109,-26,0,69
1589538249922047832,109,-26,0,69
1589538249923508634,109,-26,0,69
1589538249926563216,109,-25,0,69
1589538249928137929,109,-23,0,69
1589538249931278556,109,-22,0,69
1589538249932500780,109,-21,0,69
1589538249934155671,109,-21,0,69
1589538249935664873,109,-20,0,69
1589538249938475988,109,-20,0,69
1589538249939817990,109,-20,0,69
1589538249943507151,109,-21,0,69
1589538249944769953,110,-22,0,69
1589538249947423156,110,-23,0,69
1589538249949058003,110,-21,0,69
1589538249950430316,110,-19,0,69
1589538249952168319,110,-15,0,69
1589538249954919300,110,-12,0,69
1589538249956566369,110,-10,0,69
1589538249958470594,110,-8,0,69
1589538249960236952,110,-7,0,69
1589538249963150734,110,-7,0,69
1589538249965266648,110,-10,0,69
1589538249966743095,110,-15,0,69
1589538249968487453,110,-19,0,69
1589538249971380701,110,-22,0,69
1589538249973225770,110,-23,0,69
1589538249976021730,110,-22,0,69
1589538249977347109,110,-20,0,69
1589538249979285068,110,-19,0,69
1589538249980821159,110,-20,0,69
1589538249982962984,110,-22,0,69
1589538249984354364,110,-24,0,69
1589538249987258857,110,-24,0,69
1589538249989739482,110,-21,0,69
1589538249991140640,110,-16,0,69
1589538249992952465,110,-11,0,69
1589538249994495889,110,-8,0,69
1589538249995863802,110,-8,0,69
1589538249997695183,110,-11,0,69
1589538250000892031,110,-16,0,69
1589538250002073678,110,-20,0,69
1589538250003976436,110,-23,0,69
1589538250005385416,110,-23,0,69
1589538250008812532,110,-21,0,69
1589538250010512401,110,-19,0,69
1589538250013591427,110,-16,0,69
1589538250015201829,110,-15,0,69
1589538250016481742,110,-17,0,69
1589538250017903433,110,-19,0,69
1589538250021352549,110,-20,0,69
1589538250022657396,110,-19,0,69
1589538250024335265,110,-17,0,69
1589538250025813178,110,-16,0,69
1589538250029231005,110,-16,0,69
1589538250030824296,110,-17,0,69
1589538250032479676,110,-18,0,69
1589538250034062701,110,-20,0,69
1589538250037045416,110,-22,0,69
1589538250038539951,110,-25,0,69
1589538250041724578,110,-26,0,69
1589538250043165825,110,-26,0,69
1589538250045046094,110,-25,0,69
1589538250046362674,110,-23,0,69
1589538250049355167,110,-20,0,69
1589538250050828680,110,-17,0,69
1589538250053980551,110,-14,0,69
1589538250055609042,110,-14,0,69
1589538250057313800,110,-16,0,69
1589538250058792691,110,-21,0,69
1589538250062033051,110,-24,0,69
1589538250063596031,110,-27,0,69
1589538250065243589,110,-28,0,69
1589538250066629591,110,-27,0,69
1589538250069613284,110,-25,0,69
1589538250072009821,110,-24,0,69
1589538250073626090,110,-23,0,69
1589538250075212537,110,-22,0,69
1589538250077302540,110,-22,0,69
1589538250078949609,110,-23,0,69
1589538250081583746,110,-25,0,69
1589538250082895436,110,-26,0,69
1589538250085957841,110,-26,0,69
1589538250087143398,110,-25,0,69
1589538250089042245,110,-22,0,69
1589538250090562203,110,-20,0,69
1589538250092568117,110,-18,0,69
1589538250093992252,110,-16,0,69
1589538250095573810,111,-15,0,69
1589538250098764303,111,-17,0,69
1589538250100092616,111,-21,0,69
1589538250103341288,111,-25,0,69
1589538250104784001,111,-27,0,69
1589538250106423736,111,-28,0,69
1589538250108167605,111,-28,0,69
1589538250110869698,111,-26,0,69
1589538250112644856,111,-24,0,69
1589538250114329570,111,-22,0,69
1589538250115947794,111,-20,0,69
1589538250118914376,111,-20,0,69
1589538250120259800,111,-20,0,69
1589538250123641939,111,-21,0,69
1589538250124968785,111,-20,0,69
1589538250126979099,111,-17,0,69
1589538250128316701,111,-15,0,69
1589538250131157638,111,-13,0,69
1589538250132637507,111,-13,0,69
1589538250135717022,111,-14,0,69
1589538250136985691,111,-17,0,69
1589538250138685071,111,-20,0,69
1589538250140194273,111,-22,0,69
1589538250143550011,111,-23,0,69
1589538250144973169,111,-22,0,69
1589538250148060506,111,-20,0,69
1589538250149394197,111,-17,0,69
1589538250151225089,111,-14,0,69
1589538250152967002,111,-10,0,69
1589538250155506784,111,-9,0,69
1589538250157600698,111,-9,0,69
1589538250160219679,111,-10,0,69
1589538250161767504,111,-11,0,69
1589538250163229772,111,-10,0,69
1589538250165010308,111,-9,0,69
1589538250167596045,111,-10,0,69
1589538250170612005,111,-12,0,69
1589538250171556051,111,-14,0,69
1589538250173342942,111,-13,0,69
1589538250175458367,111,-12,0,69
1589538250177168992,111,-10,0,69
1589538250180096952,111,-11,0,69
1589538250181804643,111,-14,0,69
1589538250183335356,111,-17,0,69
1589538250184756069,111,-16,0,69
1589538250186446161,111,-14,0,69
1589538250187712874,111,-13,0,69
1589538250189259231,111,-12,0,69
1589538250192149058,111,-12,0,69
1589538250193840616,111,-12,0,69
1589538250196926487,111,-11,0,69
1589538250198423955,111,-11,0,69
1589538250200193247,111,-12,0,69
1589538250202049561,111,-13,0,69
1589538250205248854,111,-13,0,69
1589538250206644634,111,-12,0,69
1589538250210012594,111,-12,0,69
1589538250211455307,111,-13,0,69
1589538250213523310,111,-15,0,69
1589538250215166957,111,-16,0,69
1589538250216774426,111,-15,0,69
1589538250218256250,111,-12,0,69
1589538250221071276,111,-8,0,69
1589538250222581456,111,-6,0,69
1589538250225505994,111,-5,0,69
1589538250227163329,111,-4,0,69
1589538250229075377,111,-4,0,69
1589538250230927290,112,-4,0,69
1589538250233491516,112,-1,0,69
1589538250235081874,112,1,0,69
1589538250238049434,112,3,0,69
1589538250239569880,112,3,0,69
1589538250241096194,112,0,0,69
1589538250242454818,112,-3,0,69
1589538250245799311,112,-6,0,69
1589538250247040113,112,-6,0,69
1589538250250173895,112,-4,0,69
1589538250251650831,112,0,0,69
1589538250254600791,112,2,0,69
1589538250255972615,112,4,0,69
1589538250257608928,112,5,0,69
1589538250259390931,112,6,0,69
1589538250262339913,112,6,0,69
1589538250263702937,112,6,0,69
1589538250265704940,112,7,0,69
1589538250267135431,112,6,0,69
1589538250270239879,112,4,0,69
1589538250272109882,112,2,0,69
1589538250273800462,112,2,0,69
1589538250275586376,112,3,0,69
1589538250278055757,112,5,0,69
1589538250279387981,112,6,0,69
1589538250281033095,112,7,0,69
1589538250282357008,112,6,0,69
1589538250284023143,112,7,0,69
1589538250286493013,112,8,0,69
1589538250287985593,112,10,0,69
1589538250290844620,112,10,0,69
1589538250292085910,112,7,0,69
1589538250295117026,112,3,0,69
1589538250298272808,112,-1,0,69
1589538250299915477,112,-5,0,69
1589538250301569879,112,-5,0,69
1589538250303084948,112,-3,0,69
1589538250304563839,112,-1,0,69
1589538250307725977,112,-4,0,69
1589538250309196557,112,-15,0,69
1589538250310849981,112,-31,0,69
1589538250312547895,112,-46,0,69
1589538250315833233,112,-53,0,69
1589538250317069635,112,-47,0,69
1589538250319992705,112,-30,0,69
1589538250322442531,112,-9,0,69
1589538250323081021,112,7,0,69
1589538250324569690,112,17,0,69
1589538250327823739,112,21,0,69
1589538250330573254,112,22,0,69
1589538250332209078,112,22,0,69
1589538250333973970,112,20,0,69
1589538250335510550,112,14,0,69
1589538250337127796,112,6,0,69
1589538250339745800,112,-2,0,69
1589538250341350336,112,-13,0,69
1589538250343769361,112,-25,0,69
1589538250345479986,112,-39,0,69
1589538250348764835,112,-54,0,69
1589538250352414885,112,-68,0,69
1589538250352439329,112,-78,0,69
1589538250353680620,112,-84,0,69
1589538250356148534,112,-86,0,69
1589538250357434314,112,-86,0,69
1589538250360239562,112,-84,0,69
1589538250362606766,112,-80,0,69
1589538250363738545,112,-70,0,69
1589538250365555748,112,-49,0,69
1589538250368240240,112,-13,0,69
1589538250371288956,112,41,0,69
1589538250372043801,112,117,0,69
1589538250373844382,112,212,0,69
1589538250375540828,112,319,0,69
1589538250376911675,112,414,0,69
1589538250378526477,112,468,0,69
1589538250381851415,113,471,0,69
1589538250383210528,113,445,0,69
1589538250384795997,113,424,0,69
1589538250386115999,113,416,0,69
1589538250389657026,113,409,0,69
1589538250390963828,113,391,0,69
1589538250392523875,113,363,0,69
1589538250394821167,113,329,0,69
1589538250397282237,113,283,0,69
1589538250398809039,113,202,0,69
1589538250401618199,113,74,0,69
1589538250402729934,113,-80,0,69
1589538250405599715,113,-216,0,69
1589538250406872295,113,-301,0,69
1589538250410000699,113,-334,0,69
1589538250411432657,113,-335,0,69
1589538250414538573,113,-324,0,69
1589538250416094708,113,-308,0,69
1589538250417547199,113,-285,0,69
1589538250419629380,113,-254,0,69
1589538250422594984,113,-216,0,69
1589538250424143297,113,-178,0,69
1589538250425760055,113,-145,0,69
1589538250427327924,113,-120,0,69
1589538250430946685,113,-107,0,69
1589538250432353709,113,-107,0,69
1589538250434090734,113,-117,0,69
1589538250435692336,113,-129,0,69
1589538250438383673,113,-135,0,69
1589538250439741808,113,-131,0,69
1589538250443060391,113,-118,0,69
1589538250444345681,113,-99,0,69
1589538250445865639,113,-78,0,69
1589538250447385597,113,-61,0,69
1589538250450665557,113,-51,0,69
1589538250452133692,113,-52,0,69
1589538250454774674,113,-60,0,69
1589538250456265787,113,-72,0,69
1589538250458303968,113,-81,0,69
1589538250460093304,113,-82,0,69
1589538250462351485,113,-74,0,69
1589538250464000020,113,-57,0,69
1589538250466239135,113,-39,0,69
1589538250467694559,113,-26,0,69
1589538250469633495,113,-22,0,69
1589538250470990652,113,-29,0,69
1589538250472609855,113,-41,0,69
1589538250475600881,113,-53,0,69
1589538250477524173,113,-58,0,69
1589538250480827600,113,-55,0,69
1589538250481162489,113,-43,0,69
1589538250482822758,113,-27,0,69
1589538250484278182,113,-10,0,69
1589538250489062456,113,3,0,69
1589538250489434990,113,8,0,69
1589538250492248549,113,4,0,69
1589538250493927885,113,-7,0,69
1589538250495284065,113,-22,0,69
1589538250496790822,113,-33,0,69
1589538250499936827,113,-36,0,69
1589538250501406429,113,-29,0,69
1589538250504381811,113,-14,0,69
1589538250505952124,113,1,0,69
1589538250508406839,113,15,0,69
1589538250509611952,113,21,0,69
1589538250513047868,113,18,0,69
1589538250514591292,113,8,0,69
1589538250516063827,113,-4,0,69
1589538250518216897,113,-13,0,69
1589538250521385879,113,-15,0,69
1589538250522544059,113,-10,0,69
1589538250524248817,113,0,0,69
1589538250525796641,113,13,0,69
1589538250528867845,113,22,0,69
1589538250530101803,114,24,0,69
1589538250533156874,114,19,0,69
1589538250534515009,114,9,0,69
1589538250536202167,114,0,0,69
1589538250537934303,114,-6,0,69
1589538250541333063,114,-5,0,69
1589538250543294977,114,0,0,69
1589538250545519913,114,8,0,69
1589538250547300938,114,19,0,69
1589538250549646630,114,28,0,69
1589538250551725878,114,32,0,69
1589538250552849346,114,28,0,69
1589538250555113883,114,18,0,69
1589538250556758507,114,9,0,69
1589538250558210509,114,3,0,69
1589538250560360646,114,4,0,69
1589538250561841492,114,10,0,69
1589538250564468785,114,18,0,69
1589538250566102654,114,25,0,69
1589538250567352744,114,29,0,69
1589538250568838969,114,27,0,69
1589538250570315904,114,22,0,69
1589538250573537686,114,15,0,69
1589538250574768222,114,11,0,69
1589538250577868759,114,11,0,69
1589538250579690362,114,15,0,69
1589538250581202986,114,20,0,69
1589538250582630055,114,26,0,69
1589538250585415259,114,32,0,69
1589538250587014417,114,36,0,69
1589538250590941178,114,38,0,69
1589538250592089579,114,36,0,69
1589538250593692159,114,31,0,69
1589538250595753807,114,26,0,69
1589538250597899543,114,23,0,69
1589538250599350567,114,25,0,69
1589538250602545950,114,31,0,69
1589538250603895774,115,38,0,69
1589538250607426534,115,46,0,69
1589538250608832581,115,51,0,69
1589538250610545161,115,53,0,69
1589538250611998141,115,53,0,69
1589538250614867923,115,50,0,69
1589538250616328725,115,45,0,69
1589538250618019305,115,42,0,69
1589538250619323662,115,42,0,69
1589538250622405133,115,45,0,69
1589538250624141180,115,49,0,69
1589538250626932251,115,52,0,69
1589538250629245188,115,54,0,69
1589538250630199011,115,55,0,69
1589538250632122303,115,54,0,69
1589538250634846395,115,54,0,69
1589538250636367331,115,54,0,69
1589538250639517735,115,55,0,69
1589538250640919382,115,58,0,69
1589538250643941697,115,63,0,69
1589538250645616144,115,70,0,69
1589538250647137568,115,75,0,69
1589538250649072104,115,77,0,69
1589538250650418995,115,76,0,69
1589538250652425398,115,71,0,69
1589538250655072735,115,64,0,69
1589538250656837138,115,57,0,69
1589538250658570251,115,51,0,69
1589538250660622121,115,48,0,69
1589538250662079012,115,48,0,69
1589538250663814081,115,49,0,69
1589538250665706572,115,51,0,69
1589538250667076441,115,52,0,69
1589538250668932266,115,53,0,69
1589538250671854359,115,52,0,69
1589538250673322005,115,51,0,69
1589538250676270987,115,51,0,69
1589538250677889212,115,52,0,69
1589538250679669259,115,52,0,69
1589538250680857261,115,53,0,69
1589538250684049710,115,55,0,69
1589538250685404911,115,56,0,69
1589538250688201360,115,55,0,69
1589538250689800029,115,50,0,69
1589538250692493810,115,45,0,69
1589538250694116924,115,39,0,69
1589538250696876217,115,35,0,69
1589538250698289596,115,31,0,69
1589538250699682932,115,28,0,69
