%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589545754979421467,249,-26,0,77
1589545754988706510,249,-23,0,77
1589545754988768599,249,-19,0,77
1589545754988790600,249,-17,0,77
1589545754988801844,249,-16,0,77
1589545754989070246,249,-17,0,77
1589545754991986000,249,-22,0,77
1589545754994028103,249,-29,0,77
1589545754996278474,249,-38,0,77
1589545754998018931,249,-45,0,77
1589545754999240673,249,-47,0,77
1589545755000792906,249,-47,0,77
1589545755002356872,249,-46,0,77
1589545755005386049,249,-45,0,77
1589545755007844200,249,-42,0,77
1589545755009349010,249,-38,0,77
1589545755013090503,249,-34,0,77
1589545755014332778,249,-32,0,77
1589545755015829278,249,-33,0,77
1589545755017631824,249,-38,0,77
1589545755019295524,249,-42,0,77
1589545755020994914,249,-44,0,77
1589545755022630259,249,-44,0,77
1589545755024103291,249,-42,0,77
1589545755025217477,248,-40,0,77
1589545755027425803,248,-37,0,77
1589545755030078533,248,-36,0,77
1589545755031555477,248,-34,0,77
1589545755034320652,248,-33,0,77
1589545755035638705,248,-32,0,77
1589545755038523659,248,-31,0,77
1589545755040047047,248,-31,0,77
1589545755043138802,248,-33,0,77
1589545755044565390,248,-34,0,77
1589545755046565937,248,-37,0,77
1589545755048305416,248,-40,0,77
1589545755050990413,248,-42,0,77
1589545755052557313,248,-44,0,77
1589545755053819144,248,-44,0,77
1589545755055971737,248,-43,0,77
1589545755058813668,248,-41,0,77
1589545755060372256,248,-39,0,77
1589545755063641968,248,-38,0,77
1589545755064889621,248,-36,0,77
1589545755066654034,247,-35,0,77
1589545755068605692,247,-33,0,77
1589545755071896915,247,-32,0,77
1589545755073555238,247,-30,0,77
1589545755075894098,247,-30,0,77
1589545755076443124,247,-31,0,77
1589545755079411190,247,-33,0,77
1589545755080840222,247,-36,0,77
1589545755084246335,247,-36,0,77
1589545755085841101,247,-33,0,77
1589545755088359875,247,-30,0,77
1589545755089058502,247,-28,0,77
1589545755091940522,247,-29,0,77
1589545755093351465,247,-30,0,77
1589545755095913261,247,-32,0,77
1589545755098235988,247,-33,0,77
1589545755099525197,247,-32,0,77
1589545755101120942,247,-30,0,77
1589545755104749989,247,-28,0,77
1589545755105189015,247,-25,0,77
1589545755107283429,247,-20,0,77
1589545755108482682,247,-16,0,77
1589545755109942515,247,-14,0,77
1589545755111405280,247,-15,0,77
1589545755114064366,247,-20,0,77
1589545755116302515,246,-25,0,77
1589545755117482212,246,-29,0,77
1589545755120884902,246,-29,0,77
1589545755122216645,246,-27,0,77
1589545755124211326,246,-24,0,77
1589545755125778714,246,-22,0,77
1589545755129039137,246,-21,0,77
1589545755130192434,246,-21,0,77
1589545755131706534,246,-21,0,77
1589545755133457746,246,-20,0,77
1589545755136457100,246,-18,0,77
1589545755138354491,246,-17,0,77
1589545755141153889,246,-17,0,77
1589545755142635232,246,-18,0,77
1589545755144201154,246,-19,0,77
1589545755145865833,246,-19,0,77
1589545755148533229,246,-21,0,77
1589545755149901639,246,-23,0,77
1589545755153292107,246,-25,0,77
1589545755156119860,245,-24,0,77
1589545755156702620,245,-23,0,77
1589545755158143874,245,-21,0,77
1589545755160959405,245,-21,0,77
1589545755162601594,245,-20,0,77
1589545755166020907,245,-19,0,77
1589545755167625941,245,-17,0,77
1589545755168936172,245,-14,0,77
1589545755170512361,245,-13,0,77
1589545755173335714,245,-11,0,77
1589545755175399817,245,-9,0,77
1589545755178084814,245,-6,0,77
1589545755179149621,245,-4,0,77
1589545755182038486,245,-3,0,77
1589545755183692409,245,-3,0,77
1589545755187526791,245,-4,0,77
1589545755187558569,245,-5,0,77
1589545755190388278,245,-6,0,77
1589545755191738110,245,-6,0,77
1589545755193350965,245,-7,0,77
1589545755194911998,244,-7,0,77
1589545755197230815,244,-7,0,77
1589545755198811892,244,-5,0,77
1589545755201267110,244,-4,0,77
1589545755202672675,244,-4,0,77
1589545755204215130,244,-4,0,77
1589545755206133055,244,-6,0,77
1589545755207539109,244,-7,0,77
1589545755209912681,244,-9,0,77
1589545755211449759,244,-12,0,77
1589545755214383113,244,-17,0,77
1589545755216384638,244,-20,0,77
1589545755218947900,244,-21,0,77
1589545755220563200,244,-21,0,77
1589545755222100767,244,-20,0,77
1589545755223676955,244,-19,0,77
1589545755226329685,244,-19,0,77
1589545755227642361,244,-19,0,77
1589545755230615315,244,-18,0,77
1589545755231863946,244,-17,0,77
1589545755234845211,244,-15,0,77
1589545755236377400,243,-13,0,77
1589545755239959514,243,-11,0,77
1589545755241041921,243,-9,0,77
1589545755242474376,243,-8,0,77
1589545755244097987,243,-6,0,77
1589545755246721872,243,-7,0,77
1589545755248279972,243,-9,0,77
1589545755251388838,243,-11,0,77
1589545755252860893,243,-11,0,77
1589545755254982686,243,-11,0,77
1589545755256605808,243,-10,0,77
1589545755259750364,243,-8,0,77
1589545755260826904,243,-7,0,77
1589545755263663458,243,-6,0,77
1589545755265421514,243,-5,0,77
1589545755268336779,243,-4,0,77
1589545755270100703,243,-5,0,77
1589545755271454446,243,-8,0,77
1589545755273081479,243,-11,0,77
1589545755276188879,243,-14,0,77
1589545755277617422,243,-16,0,77
1589545755279641925,243,-19,0,77
1589545755281086602,242,-24,0,77
1589545755284315736,242,-33,0,77
1589545755285669478,242,-46,0,77
1589545755287550247,242,-64,0,77
1589545755289079502,242,-84,0,77
1589545755291911167,242,-103,0,77
1589545755293496644,242,-117,0,77
1589545755295696171,242,-126,0,77
1589545755297398005,242,-130,0,77
1589545755300802162,242,-129,0,77
1589545755302049815,242,-125,0,77
1589545755303481292,242,-115,2,77
1589545755305421217,242,-95,0,77
1589545755306863938,242,-59,0,77
1589545755308631284,242,-4,1,77
1589545755309830048,242,71,2,77
1589545755313067981,242,165,1,77
1589545755316095692,242,273,1,77
1589545755317273922,242,378,1,77
