%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589547100633220070,242,-16,0,63
1589547100638170704,242,-16,0,63
1589547100646199962,242,-23,0,63
1589547100646214140,242,-33,0,63
1589547100646224896,242,-41,0,63
1589547100646276231,242,-44,0,63
1589547100646348100,242,-40,0,63
1589547100646706466,242,-32,0,63
1589547100648820484,242,-21,0,63
1589547100650399641,242,-10,0,63
1589547100652992784,242,-3,0,63
1589547100654830082,242,-1,0,63
1589547100658159024,242,-5,0,63
1589547100659059095,242,-13,0,63
1589547100661351074,242,-19,0,63
1589547100662772804,242,-22,0,63
1589547100665251055,242,-19,0,63
1589547100666570605,242,-11,0,63
1589547100670835797,242,0,0,63
1589547100670925755,242,10,0,63
1589547100672954703,242,17,0,63
1589547100674254697,242,16,0,63
1589547100676393649,242,9,0,63
1589547100677717599,242,0,0,63
1589547100679318757,242,-7,0,63
1589547100682038526,242,-11,0,63
1589547100683985338,242,-8,0,63
1589547100685969797,242,0,0,63
1589547100688337066,242,10,0,63
1589547100689977826,242,19,0,63
1589547100691749122,242,22,0,63
1589547100694643918,242,20,0,63
1589547100695852976,242,16,0,63
1589547100698655858,242,10,0,63
1589547100700189059,242,5,0,63
1589547100702828158,242,3,0,63
1589547100704141353,242,4,0,63
1589547100706690005,242,10,0,63
1589547100707950887,242,18,0,63
1589547100710704390,242,27,0,63
1589547100712216567,242,32,0,63
1589547100715268302,242,33,0,63
1589547100716343400,242,30,0,63
1589547100719403934,242,24,0,63
1589547100719795546,242,20,0,63
1589547100722535848,242,20,0,63
1589547100724190297,242,23,0,63
1589547100727248387,242,30,0,63
1589547100728526869,242,39,0,63
1589547100731732607,242,48,0,63
1589547100733151893,242,55,0,63
1589547100734852299,242,57,0,63
1589547100736640218,242,54,0,63
1589547100739247539,242,48,0,63
1589547100741186040,242,43,0,63
1589547100743610023,242,41,0,63
1589547100745050821,242,42,0,63
1589547100748317183,242,45,0,63
1589547100749503262,242,50,0,63
1589547100751026196,242,56,0,63
1589547100752545218,242,62,0,63
1589547100756128879,242,65,0,63
1589547100757492919,242,64,0,63
1589547100759195769,242,60,0,63
1589547100760620433,242,55,0,63
1589547100763658478,242,53,0,63
1589547100765118832,242,54,0,63
1589547100767292985,242,61,0,63
1589547100768764584,242,70,0,63
1589547100770405832,242,78,0,63
1589547100771819740,242,81,0,63
1589547100773292805,242,79,0,63
1589547100776487299,242,73,0,63
1589547100778262996,242,68,0,63
1589547100781053656,242,66,0,63
1589547100782573167,243,66,0,63
1589547100784038410,243,67,0,63
1589547100785928999,243,70,0,63
1589547100789549327,243,74,0,63
1589547100790286593,243,79,0,63
1589547100791788993,243,83,0,63
1589547100793654648,243,85,0,63
1589547100798106601,243,85,0,63
1589547100798809155,243,83,0,63
1589547100800374623,243,79,0,63
1589547100801960625,243,75,0,63
1589547100805304234,243,73,0,63
1589547100813548121,243,73,0,63
1589547100813576966,243,75,0,63
1589547100813592611,243,76,0,63
1589547100813945599,243,76,0,63
1589547100814762068,243,74,0,63
1589547100816359804,243,70,0,63
1589547100818503644,243,67,0,63
1589547100822586964,243,63,0,63
1589547100824249235,243,60,0,63
1589547100826031288,243,59,0,63
1589547100827708226,243,58,0,63
1589547100834936660,243,58,0,63
1589547100834958661,243,57,0,63
1589547100834969906,243,54,0,63
1589547100835480809,243,51,0,63
1589547100837884258,243,48,0,63
1589547100839441904,243,46,0,63
1589547100845305809,243,43,0,63
1589547100845341988,243,40,0,63
1589547100849044941,243,37,0,63
1589547100849067431,243,34,0,63
1589547100854553414,243,30,0,63
1589547100856988641,243,27,0,63
1589547100859700098,243,25,0,63
1589547100860218336,243,23,0,63
1589547100861274856,243,21,0,63
1589547100863113621,243,19,0,63
1589547100864766603,243,17,0,63
1589547100866182956,243,15,0,63
1589547100867542107,243,13,0,63
1589547100869630701,243,13,0,63
1589547100870928250,243,13,0,63
1589547100872811506,243,13,0,63
1589547100874265504,243,11,0,63
1589547100875776704,243,8,0,63
1589547100877223369,243,4,0,63
1589547100878521407,243,0,0,63
1589547100880403684,243,-3,0,63
1589547100883561021,243,-3,0,63
1589547100884673765,243,-1,0,63
1589547100888044753,243,1,0,63
1589547100889987655,243,3,0,63
1589547100891138044,243,4,0,63
1589547100892627732,243,3,0,63
1589547100895598797,243,1,0,63
1589547100897175999,243,0,0,63
1589547100899559402,243,-1,0,63
1589547100900234578,243,-1,0,63
1589547100903088795,243,-1,0,63
1589547100904566260,243,-1,0,63
1589547100907870757,243,-3,0,63
1589547100909419114,243,-8,0,63
1589547100910825689,243,-13,0,63
1589547100912618986,243,-19,0,63
1589547100915409646,243,-23,0,63
1589547100916576169,243,-25,0,63
1589547100919803419,243,-24,0,63
1589547100922843908,243,-22,0,63
1589547100924039766,243,-21,0,63
1589547100925049351,243,-20,0,63
1589547100927808721,243,-22,0,63
1589547100929240229,243,-23,0,63
1589547100932412723,243,-23,0,63
1589547100934040282,243,-24,0,63
1589547100935453701,243,-25,0,63
1589547100937369224,243,-26,0,63
1589547100940147661,243,-27,0,63
1589547100941752730,243,-27,0,63
1589547100943712254,243,-27,0,63
1589547100945391148,243,-27,0,63
1589547100947811708,243,-29,0,63
1589547100949599627,243,-33,0,63
1589547100951476527,243,-36,0,63
1589547100952871857,243,-37,0,63
1589547100956061462,243,-36,0,63
1589547100958991459,243,-34,0,63
1589547100959650989,244,-30,0,63
1589547100961325483,244,-28,0,63
1589547100962764325,244,-26,0,63
1589547100964281881,244,-27,0,63
1589547100965991575,244,-28,0,63
1589547100968599385,244,-29,0,63
1589547100970161431,244,-30,0,63
1589547100972779019,244,-31,0,63
1589547100974280930,244,-32,0,63
1589547100977046656,244,-34,0,63
1589547100978568122,244,-36,0,63
1589547100981477586,244,-38,0,63
1589547100982810825,244,-38,0,63
1589547100984456962,244,-38,0,63
1589547100987327313,244,-37,0,63
1589547100988747577,244,-34,0,63
1589547100990385892,244,-30,0,63
1589547100993341801,244,-26,0,63
1589547100994901891,244,-23,0,63
1589547100997504812,244,-22,0,63
1589547100999025790,244,-22,0,63
1589547101002016411,244,-22,0,63
1589547101003564768,244,-21,0,63
1589547101005298418,244,-22,0,63
1589547101006941133,244,-25,0,63
1589547101009726904,244,-29,0,63
1589547101011076766,244,-33,0,63
1589547101013769645,244,-36,0,63
1589547101015289645,244,-36,0,63
1589547101018295422,244,-33,0,63
