%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589535818940490209,157,-63,7,85
1589535818945623571,157,-63,9,85
1589535818961042233,157,-53,10,85
1589535818961348280,157,-35,9,85
1589535818961368813,157,-15,10,85
1589535818961380057,157,1,9,85
1589535818961390324,157,10,8,85
1589535818961400102,157,10,7,85
1589535818961414280,157,0,8,85
1589535818961424058,157,-13,7,85
1589535818961453880,157,-26,8,85
1589535818962882910,157,-30,8,85
1589535818964813054,157,-22,6,85
1589535818965871993,157,-6,6,85
1589535818967825115,157,10,6,85
1589535818969118722,157,23,4,85
1589535818971947449,157,28,5,85
1589535818972383540,157,24,4,85
1589535818974170439,157,15,3,85
1589535818975682092,157,4,6,85
1589535818978033172,157,-3,5,85
1589535818980292340,157,-5,6,85
1589535818982098794,157,-1,8,85
1589535818983532224,157,10,6,85
1589535818984912365,157,24,5,85
1589535818986729575,157,35,5,85
1589535818989337812,157,39,5,85
1589535818990806931,157,35,5,85
1589535818993767659,157,26,6,85
1589535818994825620,157,16,5,85
1589535818998013682,157,7,6,85
1589535818999321467,157,4,8,85
1589535819002575040,157,8,9,85
1589535819005264433,157,16,11,85
1589535819005891192,157,27,13,85
1589535819007152044,157,36,14,85
1589535819010204194,157,41,13,85
1589535819012591451,157,41,12,85
1589535819014021948,157,36,12,85
1589535819015483245,157,28,12,85
1589535819018067037,157,22,13,85
1589535819019467223,157,21,11,85
1589535819022066171,157,27,11,85
1589535819023523556,157,38,10,85
1589535819026615796,157,50,10,85
1589535819028079048,157,60,10,85
1589535819030868175,157,64,9,85
1589535819032566584,157,61,10,85
1589535819034454195,157,54,10,85
1589535819037138210,157,47,12,85
1589535819038249949,157,43,13,85
1589535819040290583,157,45,13,85
1589535819042436328,157,55,16,85
1589535819044751229,157,69,15,85
1589535819046368483,157,81,15,85
1589535819047921691,157,90,14,85
1589535819049416233,157,91,13,85
1589535819050836952,157,88,11,85
1589535819053202210,157,80,11,85
1589535819055435466,157,73,11,85
1589535819056925608,157,69,12,85
1589535819059550956,157,70,12,85
1589535819061157454,157,76,10,85
1589535819063481644,157,85,10,85
1589535819064873519,157,94,10,85
