%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589535738940543208,179,-25,0,79
1589535738946994614,179,-27,0,79
1589535738957037413,179,-31,0,79
1589535738957063324,179,-34,0,79
1589535738957093146,179,-35,0,79
1589535738957558571,179,-33,0,79
1589535738957573726,179,-30,0,79
1589535738958199507,179,-28,0,79
1589535738959845603,179,-28,0,79
1589535738961486810,179,-29,0,79
1589535738963075217,179,-30,0,79
1589535738964759446,179,-32,0,79
1589535738966279897,179,-33,0,79
1589535738968797686,179,-32,0,79
1589535738969985691,179,-32,0,79
1589535738971103785,179,-30,0,79
1589535738972574858,179,-28,0,79
1589535738975961406,179,-25,0,79
1589535738977841681,179,-22,0,79
1589535738981178851,179,-20,0,79
1589535738981214051,179,-21,0,79
1589535738984005130,179,-25,0,79
1589535738985655137,179,-30,0,79
1589535738988585061,179,-33,0,79
1589535738989836133,179,-33,0,79
1589535738991803430,179,-32,0,79
1589535738992835479,179,-29,0,79
1589535738996093449,179,-27,0,79
1589535738997440344,180,-26,0,79
1589535739000496401,180,-25,0,79
1589535739001956719,180,-28,0,79
1589535739005209800,180,-32,0,79
1589535739006656428,180,-36,0,79
1589535739008106479,180,-38,0,79
1589535739009764797,180,-37,0,79
1589535739013016411,180,-33,0,79
1589535739014754419,180,-29,0,79
1589535739016644472,180,-26,0,79
1589535739018052478,180,-25,0,79
1589535739020107287,180,-24,0,79
1589535739021704005,180,-24,0,79
1589535739024014015,180,-25,0,79
1589535739025416154,180,-27,0,79
1589535739027959854,180,-29,0,79
1589535739029962841,180,-30,0,79
1589535739031210491,180,-30,0,79
1589535739033022810,180,-29,0,79
1589535739034841973,180,-28,0,79
1589535739036354602,180,-28,0,79
1589535739039421904,180,-29,0,79
1589535739040770265,180,-30,0,79
1589535739042327872,180,-30,0,79
1589535739045401041,180,-29,0,79
1589535739046510335,180,-29,0,79
1589535739049666615,180,-28,0,79
1589535739051133288,180,-27,0,79
1589535739053978145,180,-27,0,79
1589535739055503485,180,-27,0,79
1589535739057264471,180,-27,0,79
1589535739058861189,180,-27,0,79
1589535739061763735,180,-27,0,79
1589535739062962007,180,-28,0,79
1589535739065768241,180,-28,0,79
1589535739067672472,180,-26,0,79
1589535739069409012,180,-23,0,79
1589535739071090309,180,-21,0,79
1589535739073664320,180,-20,0,79
1589535739075161793,180,-21,0,79
1589535739078255006,180,-23,0,79
1589535739079897191,180,-24,0,79
1589535739081338931,180,-25,0,79
1589535739082780182,180,-26,0,79
1589535739086172108,180,-26,0,79
1589535739088493362,180,-25,0,79
1589535739090783817,180,-22,0,79
1589535739092074000,180,-18,0,79
1589535739093714718,180,-15,0,79
1589535739095408726,180,-13,0,79
1589535739098683807,180,-12,0,79
1589535739099860078,180,-12,0,79
1589535739102772402,180,-12,0,79
1589535739104304587,180,-12,0,79
1589535739105989305,180,-12,0,79
1589535739107608512,180,-12,0,79
1589535739110341413,180,-11,0,79
1589535739112066709,180,-9,0,79
1589535739114086807,180,-8,0,79
1589535739117642511,180,-6,0,79
1589535739118619316,180,-6,0,79
1589535739120513279,180,-8,0,79
1589535739122065019,179,-11,0,79
1589535739123439781,179,-13,0,79
1589535739125709702,179,-15,0,79
1589535739126949530,179,-14,0,79
1589535739128280780,179,-11,0,79
1589535739131079681,179,-7,0,79
1589535739132602088,179,-5,0,79
1589535739135460633,179,-5,0,79
1589535739137117974,179,-4,0,79
1589535739139985809,179,-3,0,79
1589535739141589371,179,-1,0,79
1589535739143129378,179,-1,0,79
1589535739145024319,179,-3,0,79
1589535739147655531,179,-5,0,79
1589535739149264471,180,-8,0,79
1589535739152203684,180,-8,0,79
1589535739153973958,180,-6,0,79
1589535739155198630,180,-2,0,79
1589535739157583441,180,0,0,79
1589535739160777366,180,0,0,79
1589535739162112038,180,-2,0,79
1589535739163442311,180,-5,0,79
1589535739165311341,180,-8,0,79
1589535739168283310,180,-9,0,79
1589535739169663449,180,-9,0,79
1589535739172597773,180,-7,0,79
1589535739174035112,180,-5,0,79
1589535739175882632,180,-2,0,79
1589535739177533617,180,-1,0,79
1589535739180777897,180,-1,0,79
1589535739181977147,180,-2,0,79
1589535739183720043,180,-4,0,79
1589535739186317033,180,-5,0,79
1589535739188615309,180,-5,0,79
1589535739190367006,180,-4,0,79
1589535739192975239,180,-4,0,79
1589535739194658491,180,-4,0,79
1589535739196013208,180,-4,0,79
1589535739197861216,180,-3,0,79
1589535739200425450,180,0,0,79
1589535739202164924,180,1,0,79
1589535739205610139,180,1,0,79
1589535739206938945,180,0,0,79
1589535739208370417,180,-1,0,79
1589535739209845891,180,-4,0,79
1589535739212913682,180,-8,0,79
1589535739214458577,180,-10,0,79
1589535739216355963,180,-12,0,79
1589535739218058282,180,-14,0,79
1589535739220744249,180,-20,0,79
1589535739222187944,180,-32,0,79
1589535739223639951,180,-52,0,79
1589535739225327602,180,-74,0,79
1589535739227383389,180,-94,0,79
1589535739230156379,180,-110,0,79
1589535739231268606,180,-118,0,79
1589535739232965058,180,-118,0,79
1589535739234500665,180,-111,0,79
1589535739237411033,180,-100,0,79
1589535739238973529,180,-86,0,79
1589535739242214387,180,-67,0,79
1589535739243898617,180,-41,0,79
1589535739246248227,180,2,0,79
1589535739246977652,180,68,0,79
1589535739250016599,180,161,0,79
1589535739251384027,180,276,0,79
1589535739254334973,180,394,0,79
1589535739255920936,180,482,0,79
1589535739257439920,180,511,0,79
1589535739259044460,180,492,0,79
1589535739262131318,180,462,0,79
1589535739263535413,180,445,0,79
1589535739266549426,180,435,0,79
1589535739268438501,180,417,0,79
1589535739270793978,180,384,0,79
1589535739272419052,180,333,0,79
1589535739274450883,180,248,0,79
1589535739275717111,180,120,0,79
1589535739278622590,180,-34,0,79
1589535739280095130,180,-174,0,79
