%time,field.GSR_value,field.ECG_value,field.EMG_value,field.HR
1589535178941488781,187,12,0,72
1589535178946476499,187,12,0,72
1589535178950910298,187,10,0,72
1589535178952063115,187,7,0,72
1589535178952082671,187,4,0,72
1589535178952094404,187,3,0,72
1589535178955730325,187,3,0,72
1589535178955769925,187,3,0,72
1589535178957499151,187,4,0,72
1589535178959008862,187,5,0,72
1589535178961698279,187,7,0,72
1589535178963119989,187,9,0,72
1589535178966022566,187,11,0,72
1589535178967436942,187,11,0,72
1589535178969395949,187,11,0,72
1589535178971230776,187,10,0,72
1589535178972969290,187,9,0,72
1589535178974624693,187,7,0,72
1589535178975791199,187,4,0,72
1589535178978643419,187,2,0,72
1589535178980107662,187,2,0,72
1589535178983248820,187,4,0,72
1589535178985287028,187,8,0,72
1589535178986632470,187,12,0,72
1589535178988357295,187,16,0,72
1589535178991450052,187,18,0,72
1589535178992769583,187,19,0,72
1589535178994398096,187,17,0,72
1589535178996171322,187,16,0,72
1589535178999123765,187,15,0,72
1589535179000591432,187,14,0,72
1589535179003769745,187,12,0,72
1589535179005299012,187,9,0,72
1589535179006775478,187,5,0,72
1589535179008382969,187,3,0,72
1589535179011182877,187,4,0,72
1589535179012926280,187,7,0,72
1589535179015558008,187,11,0,72
1589535179017399680,187,14,0,72
1589535179019760070,187,15,0,72
1589535179021678499,187,16,0,72
1589535179023130031,187,16,0,72
1589535179025155528,187,17,0,72
1589535179028938606,187,17,0,72
1589535179029482258,187,15,0,72
1589535179032682572,187,12,0,72
1589535179034230417,187,8,0,72
1589535179035579771,187,4,0,72
1589535179037360819,187,1,0,72
1589535179041229943,187,0,0,72
1589535179042723032,187,0,0,72
1589535179044443946,187,2,0,72
1589535179046027480,187,4,0,72
1589535179047672127,187,7,0,72
1589535179049768513,187,11,0,72
1589535179051644408,187,14,0,72
1589535179053185897,187,15,0,72
1589535179055607889,187,16,0,72
1589535179057316580,187,16,0,72
1589535179059782572,187,14,0,72
1589535179061424286,187,14,0,72
1589535179062942797,187,14,0,72
1589535179064252550,187,14,0,72
1589535179065858573,187,14,0,72
1589535179069433382,187,11,0,72
1589535179070619932,187,9,0,72
1589535179072414181,187,7,0,72
1589535179073841758,187,6,0,72
1589535179076676866,187,6,0,72
1589535179078288268,187,5,0,72
1589535179081291557,187,5,0,72
1589535179082722556,187,4,0,72
1589535179084411203,187,1,0,72
1589535179085869091,187,-2,0,72
1589535179089022960,187,-5,0,72
1589535179090619206,187,-6,0,72
1589535179093304712,187,-4,0,72
1589535179094979181,187,-1,0,72
1589535179097697932,187,2,0,72
1589535179099373379,187,5,0,72
1589535179102339023,187,8,0,72
1589535179103711843,187,9,0,72
1589535179105427380,187,8,0,72
1589535179107165894,187,6,0,72
1589535179110190695,187,6,0,72
1589535179111588449,187,6,0,72
1589535179113128471,187,5,0,72
1589535179114755029,187,4,0,72
1589535179117751962,187,3,0,72
1589535179119435231,187,3,0,72
1589535179122492787,187,2,0,72
1589535179124172145,187,-1,0,72
1589535179125696524,187,-7,0,72
1589535179127303525,187,-15,0,72
1589535179130275036,187,-24,0,72
1589535179131900126,187,-37,0,72
1589535179134401808,187,-54,0,72
1589535179136298725,187,-72,0,72
1589535179138393644,187,-88,0,72
1589535179141097240,187,-100,0,72
1589535179142587395,187,-105,0,72
1589535179143958749,187,-107,0,72
1589535179145708019,187,-106,0,72
1589535179147453867,187,-102,0,72
